,question,answer,image_path,label
670,is there not a black shape?,yes,66.png,4
671,is there a gray shape in the image?,yes,66.png,4
672,is there a blue shape in the image?,no,66.png,12
673,is there a yellow shape in the image?,no,66.png,12
674,is there not a teal shape in the image?,yes,66.png,4
675,what shape is present?,rectangle,67.png,7
676,what is the teal shape?,rectangle,67.png,7
677,what is the color of the rectangle?,teal,67.png,5
678,what color is the shape?,teal,67.png,5
679,is no circle present?,yes,67.png,4
680,is there a gray shape?,no,67.png,12
681,what is the gray shape?,circle,68.png,0
682,what color is the shape?,gray,68.png,3
683,is there a rectangle in the image?,no,68.png,12
684,does the image not contain a triangle?,yes,68.png,4
685,is no triangle present?,yes,68.png,4
686,is there a black shape in the image?,no,68.png,12
687,is there not a black shape in the image?,yes,68.png,4
688,is there not a gray shape in the image?,no,68.png,12
689,is no green shape present?,yes,68.png,4
690,is no yellow shape present?,yes,68.png,4
691,is no teal shape present?,yes,68.png,4
692,what shape is in the image?,rectangle,69.png,7
693,what is the color of the rectangle?,yellow,69.png,8
694,is no rectangle present?,no,69.png,12
695,does the image contain a circle?,no,69.png,12
696,is there not a black shape in the image?,yes,69.png,4
697,is there a gray shape in the image?,no,69.png,12
698,is there a red shape in the image?,no,69.png,12
699,does the image not contain a green shape?,yes,69.png,4
700,does the image not contain a blue shape?,yes,69.png,4
701,is no brown shape present?,yes,69.png,4
702,what is the teal shape?,circle,70.png,0
703,what color is the circle?,teal,70.png,5
704,is there a rectangle in the image?,no,70.png,12
705,does the image not contain a circle?,no,70.png,12
706,is there not a triangle in the image?,yes,70.png,4
707,does the image contain a gray shape?,no,70.png,12
708,is there not a yellow shape?,yes,70.png,4
709,is no brown shape present?,yes,70.png,4
710,what shape is present?,rectangle,71.png,7
711,what is the color of the shape?,blue,71.png,11
712,is a rectangle present?,yes,71.png,4
713,is no rectangle present?,no,71.png,12
714,is there not a black shape?,yes,71.png,4
715,does the image not contain a black shape?,yes,71.png,4
716,is there a gray shape in the image?,no,71.png,12
717,is there a yellow shape?,no,71.png,12
718,does the image contain a yellow shape?,no,71.png,12
719,does the image contain a teal shape?,no,71.png,12
720,what shape is in the image?,rectangle,72.png,7
721,what shape is present?,rectangle,72.png,7
722,what shape does the image contain?,rectangle,72.png,7
723,what color is the shape?,yellow,72.png,8
724,what is the color of the shape?,yellow,72.png,8
725,is there a circle in the image?,no,72.png,12
726,is there not a circle in the image?,yes,72.png,4
727,is there a gray shape?,no,72.png,12
728,is there a red shape?,no,72.png,12
729,does the image contain a red shape?,no,72.png,12
730,is a red shape present?,no,72.png,12
731,does the image not contain a red shape?,yes,72.png,4
732,does the image contain a green shape?,no,72.png,12
733,is a green shape present?,no,72.png,12
734,is there not a green shape in the image?,yes,72.png,4
735,does the image not contain a green shape?,yes,72.png,4
736,what color is the rectangle?,blue,73.png,11
737,what is the color of the shape?,blue,73.png,11
738,is there a rectangle?,yes,73.png,4
739,does the image contain a black shape?,no,73.png,12
740,does the image contain a gray shape?,no,73.png,12
741,is no teal shape present?,yes,73.png,4
742,what shape is present?,rectangle,74.png,7
743,what is the color of the rectangle?,yellow,74.png,8
744,what is the color of the shape?,yellow,74.png,8
745,is there a triangle in the image?,no,74.png,12
746,is there not a gray shape in the image?,yes,74.png,4
747,does the image contain a red shape?,no,74.png,12
748,is there not a red shape in the image?,yes,74.png,4
749,does the image not contain a teal shape?,yes,74.png,4
750,what is the black shape?,triangle,75.png,9
751,what color is the triangle?,black,75.png,6
752,does the image not contain a gray shape?,yes,75.png,4
753,is there a yellow shape?,no,75.png,12
754,is there a brown shape in the image?,no,75.png,12
755,what is the color of the triangle?,blue,76.png,11
756,what is the color of the shape?,blue,76.png,11
757,is there not a rectangle in the image?,yes,76.png,4
758,is there not a circle?,yes,76.png,4
759,is there not a circle in the image?,yes,76.png,4
760,is there not a red shape?,yes,76.png,4
761,does the image not contain a green shape?,yes,76.png,4
762,is no blue shape present?,no,76.png,12
763,is there a brown shape in the image?,no,76.png,12
764,does the image not contain a brown shape?,yes,76.png,4
765,what shape is present?,circle,77.png,0
766,is there a rectangle?,no,77.png,12
767,is there a triangle?,no,77.png,12
768,is a triangle present?,no,77.png,12
769,is there a gray shape in the image?,no,77.png,12
770,is there not a gray shape in the image?,yes,77.png,4
771,does the image contain a green shape?,no,77.png,12
772,is a green shape present?,no,77.png,12
773,is there not a green shape?,yes,77.png,4
774,is there a blue shape in the image?,no,77.png,12
775,is there not a teal shape?,yes,77.png,4
776,does the image contain a brown shape?,no,77.png,12
777,what shape is in the image?,circle,78.png,0
778,is there not a rectangle?,yes,78.png,4
779,is there not a circle?,no,78.png,12
780,does the image not contain a circle?,no,78.png,12
781,is there a triangle?,no,78.png,12
782,does the image contain a gray shape?,no,78.png,12
783,is there a teal shape in the image?,no,78.png,12
784,is there not a teal shape in the image?,yes,78.png,4
785,is a brown shape present?,no,78.png,12
786,what shape is in the image?,circle,79.png,0
787,what shape does the image contain?,circle,79.png,0
788,does the image not contain a circle?,no,79.png,12
789,is there a triangle in the image?,no,79.png,12
790,is there not a black shape in the image?,yes,79.png,4
791,is there a gray shape in the image?,no,79.png,12
792,is there not a blue shape?,no,79.png,12
793,is there a yellow shape in the image?,no,79.png,12
794,is there not a yellow shape?,yes,79.png,4
795,is no teal shape present?,yes,79.png,4
796,what is the color of the shape?,blue,80.png,11
797,is there a rectangle in the image?,no,80.png,12
798,does the image contain a rectangle?,no,80.png,12
799,is there not a rectangle?,yes,80.png,4
800,does the image not contain a rectangle?,yes,80.png,4
801,is there not a triangle?,no,80.png,12
802,is no red shape present?,yes,80.png,4
803,is a green shape present?,no,80.png,12
804,is there not a blue shape?,no,80.png,12
805,is there a yellow shape?,no,80.png,12
806,is there not a teal shape?,yes,80.png,4
807,is a brown shape present?,no,80.png,12
808,what shape is in the image?,triangle,81.png,9
809,what color is the shape?,gray,81.png,3
810,does the image contain a circle?,no,81.png,12
811,is there not a triangle?,no,81.png,12
812,does the image contain a black shape?,no,81.png,12
813,is there not a red shape in the image?,yes,81.png,4
814,what shape is in the image?,rectangle,82.png,7
815,what shape does the image contain?,rectangle,82.png,7
816,what is the color of the rectangle?,yellow,82.png,8
817,what color is the shape?,yellow,82.png,8
818,is there not a black shape?,yes,82.png,4
819,does the image not contain a green shape?,yes,82.png,4
820,is no green shape present?,yes,82.png,4
821,is there a blue shape in the image?,no,82.png,12
822,does the image contain a brown shape?,no,82.png,12
823,what shape is in the image?,circle,83.png,0
824,what is the black shape?,circle,83.png,0
825,what is the color of the circle?,black,83.png,6
826,what color is the shape?,black,83.png,6
827,does the image contain a triangle?,no,83.png,12
828,is there not a gray shape?,yes,83.png,4
829,is no gray shape present?,yes,83.png,4
830,does the image contain a red shape?,no,83.png,12
831,is there a green shape in the image?,no,83.png,12
832,does the image contain a green shape?,no,83.png,12
833,is there a blue shape?,no,83.png,12
834,is there a yellow shape?,no,83.png,12
835,is there not a yellow shape?,yes,83.png,4
836,is there not a teal shape in the image?,yes,83.png,4
837,does the image not contain a teal shape?,yes,83.png,4
838,is no brown shape present?,yes,83.png,4
839,what shape is in the image?,rectangle,84.png,7
840,does the image contain a rectangle?,yes,84.png,4
841,does the image contain a circle?,no,84.png,12
842,is there not a circle?,yes,84.png,4
843,is there not a triangle?,yes,84.png,4
844,is there a gray shape in the image?,no,84.png,12
845,is a yellow shape present?,no,84.png,12
846,is there not a yellow shape in the image?,yes,84.png,4
847,is there a teal shape?,yes,84.png,4
848,what shape is in the image?,circle,85.png,0
849,what is the brown shape?,circle,85.png,0
850,what is the color of the circle?,brown,85.png,10
851,is there not a circle?,no,85.png,12
852,does the image contain a gray shape?,no,85.png,12
853,is there not a gray shape?,yes,85.png,4
854,is there a green shape in the image?,no,85.png,12
855,does the image not contain a green shape?,yes,85.png,4
856,is there not a blue shape?,yes,85.png,4
857,what shape is in the image?,rectangle,86.png,7
858,what shape does the image contain?,rectangle,86.png,7
859,what color is the shape?,black,86.png,6
860,what is the color of the shape?,black,86.png,6
861,is there not a black shape in the image?,no,86.png,12
862,is a teal shape present?,no,86.png,12
863,does the image not contain a brown shape?,yes,86.png,4
864,what is the black shape?,rectangle,87.png,7
865,what is the color of the rectangle?,black,87.png,6
866,does the image not contain a circle?,yes,87.png,4
867,is there a gray shape in the image?,no,87.png,12
868,is there a red shape?,no,87.png,12
869,does the image contain a red shape?,no,87.png,12
870,is there not a red shape?,yes,87.png,4
871,is no red shape present?,yes,87.png,4
872,is a blue shape present?,no,87.png,12
873,what shape is present?,circle,88.png,0
874,what is the color of the circle?,blue,88.png,11
875,does the image not contain a rectangle?,yes,88.png,4
876,is there a green shape?,no,88.png,12
877,is there not a green shape in the image?,yes,88.png,4
878,is there a teal shape?,no,88.png,12
879,is a teal shape present?,no,88.png,12
880,is there not a teal shape?,yes,88.png,4
881,is no teal shape present?,yes,88.png,4
882,does the image contain a rectangle?,no,89.png,12
883,is there a circle?,no,89.png,12
884,does the image contain a circle?,no,89.png,12
885,is a black shape present?,no,89.png,12
886,is no gray shape present?,yes,89.png,4
887,is no red shape present?,yes,89.png,4
888,is there a green shape in the image?,no,89.png,12
889,does the image contain a blue shape?,no,89.png,12
890,does the image not contain a yellow shape?,yes,89.png,4
891,is no yellow shape present?,yes,89.png,4
892,what shape is present?,circle,90.png,0
893,what color is the shape?,gray,90.png,3
894,is no blue shape present?,yes,90.png,4
895,does the image contain a brown shape?,no,90.png,12
896,what shape is present?,circle,91.png,0
897,what shape does the image contain?,circle,91.png,0
898,what is the teal shape?,circle,91.png,0
899,what is the color of the shape?,teal,91.png,5
900,is there not a rectangle in the image?,yes,91.png,4
901,is there a circle in the image?,yes,91.png,4
902,is there a black shape?,no,91.png,12
903,is no black shape present?,yes,91.png,4
904,does the image not contain a green shape?,yes,91.png,4
905,is there not a blue shape?,yes,91.png,4
906,what shape is present?,triangle,92.png,9
907,what shape does the image contain?,triangle,92.png,9
908,what color is the triangle?,green,92.png,1
909,is a black shape present?,no,92.png,12
910,is there a red shape?,no,92.png,12
911,is there not a red shape in the image?,yes,92.png,4
912,what shape is in the image?,rectangle,93.png,7
913,what is the green shape?,rectangle,93.png,7
914,what color is the shape?,green,93.png,1
915,is there a rectangle?,yes,93.png,4
916,is there a triangle?,no,93.png,12
917,is there a black shape in the image?,no,93.png,12
918,is there a gray shape in the image?,no,93.png,12
919,is no red shape present?,yes,93.png,4
920,is there a yellow shape in the image?,no,93.png,12
921,is no yellow shape present?,yes,93.png,4
922,what shape does the image contain?,triangle,94.png,9
923,what is the blue shape?,triangle,94.png,9
924,what color is the shape?,blue,94.png,11
925,is a rectangle present?,no,94.png,12
926,is there a blue shape?,yes,94.png,4
927,is there a teal shape in the image?,no,94.png,12
928,is there not a teal shape in the image?,yes,94.png,4
